initial_wealth,desired_annuity,probability
50,20,1.00
51,20,1.00
52,20,1.00
53,20,1.00
54,20,1.00
55,20,1.00
56,20,1.00
57,20,1.00
58,20,1.00
59,20,1.00
60,20,1.00
61,20,1.00
62,20,1.00
63,20,1.00
64,20,1.00
65,20,1.00
66,20,1.00
67,20,1.00
68,20,1.00
69,20,1.00
70,20,1.00
71,20,1.00
72,20,1.00
73,20,1.00
74,20,1.00
75,20,1.00
76,20,1.00
77,20,1.00
78,20,1.00
79,20,1.00
80,20,1.00
81,20,1.00
82,20,1.00
83,20,1.00
84,20,1.00
85,20,1.00
86,20,1.00
87,20,1.00
88,20,1.00
89,20,1.00
90,20,1.00
91,20,1.00
92,20,1.00
93,20,1.00
94,20,1.00
95,20,1.00
96,20,1.00
97,20,1.00
98,20,1.00
99,20,1.00
100,20,1.00
101,20,1.00
102,20,1.00
103,20,1.00
104,20,1.00
105,20,1.00
106,20,1.00
107,20,1.00
108,20,1.00
109,20,1.00
110,20,1.00
111,20,1.00
112,20,1.00
113,20,1.00
114,20,1.00
115,20,1.00
116,20,1.00
117,20,1.00
118,20,1.00
119,20,1.00
120,20,1.00
121,20,1.00
122,20,1.00
123,20,1.00
124,20,1.00
125,20,1.00
126,20,1.00
127,20,1.00
128,20,1.00
129,20,1.00
130,20,1.00
131,20,1.00
132,20,1.00
133,20,1.00
134,20,1.00
135,20,1.00
136,20,1.00
137,20,1.00
138,20,1.00
139,20,1.00
140,20,1.00
141,20,1.00
142,20,1.00
143,20,1.00
144,20,1.00
145,20,1.00
146,20,1.00
147,20,1.00
148,20,1.00
149,20,1.00
150,20,1.00
151,20,1.00
152,20,1.00
153,20,1.00
154,20,1.00
155,20,1.00
156,20,1.00
157,20,1.00
158,20,1.00
159,20,1.00
160,20,1.00
161,20,1.00
162,20,1.00
163,20,1.00
164,20,1.00
165,20,1.00
166,20,1.00
167,20,1.00
168,20,1.00
169,20,1.00
170,20,1.00
171,20,1.00
172,20,1.00
173,20,1.00
174,20,1.00
175,20,1.00
176,20,1.00
177,20,1.00
178,20,1.00
179,20,1.00
180,20,1.00
181,20,1.00
182,20,1.00
183,20,1.00
184,20,1.00
185,20,1.00
186,20,1.00
187,20,1.00
188,20,1.00
189,20,1.00
190,20,1.00
191,20,1.00
192,20,1.00
193,20,1.00
194,20,1.00
195,20,1.00
196,20,1.00
197,20,1.00
198,20,1.00
199,20,1.00
200,20,1.00
0,21,0.00
1,21,0.00
2,21,0.00
3,21,0.00
4,21,0.00
5,21,0.00
6,21,0.00
7,21,0.00
8,21,0.00
9,21,0.00
10,21,0.00
11,21,0.00
12,21,0.00
13,21,0.00
14,21,0.00
15,21,0.00
16,21,0.00
17,21,0.00
18,21,0.00
19,21,0.00
20,21,0.00
21,21,0.00
22,21,0.00
23,21,0.00
24,21,0.00
25,21,0.00
26,21,0.00
27,21,0.00
28,21,0.00
29,21,0.00
30,21,0.00
31,21,0.00
32,21,0.00
33,21,0.00
34,21,0.00
35,21,0.00
36,21,0.01
37,21,0.03
38,21,0.08
39,21,0.20
40,21,0.40
41,21,0.65
42,21,0.83
43,21,0.93
44,21,0.97
45,21,0.99
46,21,1.00
47,21,1.00
48,21,1.00
49,21,1.00
50,21,1.00
51,21,1.00
52,21,1.00
53,21,1.00
54,21,1.00
55,21,1.00
56,21,1.00
57,21,1.00
58,21,1.00
59,21,1.00
60,21,1.00
61,21,1.00
62,21,1.00
63,21,1.00
64,21,1.00
65,21,1.00
66,21,1.00
67,21,1.00
68,21,1.00
69,21,1.00
70,21,1.00
71,21,1.00
72,21,1.00
73,21,1.00
74,21,1.00
75,21,1.00
76,21,1.00
77,21,1.00
78,21,1.00
79,21,1.00
80,21,1.00
81,21,1.00
82,21,1.00
83,21,1.00
84,21,1.00
85,21,1.00
86,21,1.00
87,21,1.00
88,21,1.00
89,21,1.00
90,21,1.00
91,21,1.00
92,21,1.00
93,21,1.00
94,21,1.00
95,21,1.00
96,21,1.00
97,21,1.00
98,21,1.00
99,21,1.00
100,21,1.00
101,21,1.00
102,21,1.00
103,21,1.00
104,21,1.00
105,21,1.00
106,21,1.00
107,21,1.00
108,21,1.00
109,21,1.00
110,21,1.00
111,21,1.00
112,21,1.00
113,21,1.00
114,21,1.00
115,21,1.00
116,21,1.00
117,21,1.00
118,21,1.00
119,21,1.00
120,21,1.00
121,21,1.00
122,21,1.00
123,21,1.00
124,21,1.00
125,21,1.00
126,21,1.00
127,21,1.00
128,21,1.00
129,21,1.00
130,21,1.00
131,21,1.00
132,21,1.00
133,21,1.00
134,21,1.00
135,21,1.00
136,21,1.00
137,21,1.00
138,21,1.00
139,21,1.00
140,21,1.00
141,21,1.00
142,21,1.00
143,21,1.00
144,21,1.00
145,21,1.00
146,21,1.00
147,21,1.00
148,21,1.00
149,21,1.00
150,21,1.00
151,21,1.00
152,21,1.00
153,21,1.00
154,21,1.00
155,21,1.00
156,21,1.00
157,21,1.00
158,21,1.00
159,21,1.00
160,21,1.00
161,21,1.00
162,21,1.00
163,21,1.00
164,21,1.00
165,21,1.00
166,21,1.00
167,21,1.00
168,21,1.00
169,21,1.00
170,21,1.00
171,21,1.00
172,21,1.00
173,21,1.00
174,21,1.00
175,21,1.00
176,21,1.00
177,21,1.00
178,21,1.00
179,21,1.00
180,21,1.00
181,21,1.00
182,21,1.00
183,21,1.00
184,21,1.00
185,21,1.00
186,21,1.00
187,21,1.00
188,21,1.00
189,21,1.00
190,21,1.00
191,21,1.00
192,21,1.00
193,21,1.00
194,21,1.00
195,21,1.00
196,21,1.00
197,21,1.00
198,21,1.00
199,21,1.00
200,21,1.00
0,22,0.00
1,22,0.00
2,22,0.00
3,22,0.00
4,22,0.00
5,22,0.00
6,22,0.00
7,22,0.00
8,22,0.00
9,22,0.00
10,22,0.00
11,22,0.00
12,22,0.00
13,22,0.00
14,22,0.00
15,22,0.00
16,22,0.00
17,22,0.00
18,22,0.00
19,22,0.00
20,22,0.00
21,22,0.00
22,22,0.00
23,22,0.00
24,22,0.00
25,22,0.00
26,22,0.00
27,22,0.00
28,22,0.00
29,22,0.00
30,22,0.00
31,22,0.00
32,22,0.00
33,22,0.00
34,22,0.00
35,22,0.00
36,22,0.00
37,22,0.00
38,22,0.01
39,22,0.03
40,22,0.08
41,22,0.20
42,22,0.40
43,22,0.65
44,22,0.83
45,22,0.93
46,22,0.97
47,22,0.99
48,22,1.00
49,22,1.00
50,22,1.00
51,22,1.00
52,22,1.00
53,22,1.00
54,22,1.00
55,22,1.00
56,22,1.00
57,22,1.00
58,22,1.00
59,22,1.00
60,22,1.00
61,22,1.00
62,22,1.00
63,22,1.00
64,22,1.00
65,22,1.00
66,22,1.00
67,22,1.00
68,22,1.00
69,22,1.00
70,22,1.00
71,22,1.00
72,22,1.00
73,22,1.00
74,22,1.00
75,22,1.00
76,22,1.00
77,22,1.00
78,22,1.00
79,22,1.00
80,22,1.00
81,22,1.00
82,22,1.00
83,22,1.00
84,22,1.00
85,22,1.00
86,22,1.00
87,22,1.00
88,22,1.00
89,22,1.00
90,22,1.00
91,22,1.00
92,22,1.00
93,22,1.00
94,22,1.00
95,22,1.00
96,22,1.00
97,22,1.00
98,22,1.00
99,22,1.00
100,22,1.00
101,22,1.00
102,22,1.00
103,22,1.00
104,22,1.00
105,22,1.00
106,22,1.00
107,22,1.00
108,22,1.00
109,22,1.00
110,22,1.00
111,22,1.00
112,22,1.00
113,22,1.00
114,22,1.00
115,22,1.00
116,22,1.00
117,22,1.00
118,22,1.00
119,22,1.00
120,22,1.00
121,22,1.00
122,22,1.00
123,22,1.00
124,22,1.00
125,22,1.00
126,22,1.00
127,22,1.00
128,22,1.00
129,22,1.00
130,22,1.00
131,22,1.00
132,22,1.00
133,22,1.00
134,22,1.00
135,22,1.00
136,22,1.00
137,22,1.00
138,22,1.00
139,22,1.00
140,22,1.00
141,22,1.00
142,22,1.00
143,22,1.00
144,22,1.00
145,22,1.00
146,22,1.00
147,22,1.00
148,22,1.00
149,22,1.00
150,22,1.00
151,22,1.00
152,22,1.00
153,22,1.00
154,22,1.00
155,22,1.00
156,22,1.00
157,22,1.00
158,22,1.00
159,22,1.00
160,22,1.00
161,22,1.00
162,22,1.00
163,22,1.00
164,22,1.00
165,22,1.00
166,22,1.00
167,22,1.00
168,22,1.00
169,22,1.00
170,22,1.00
171,22,1.00
172,22,1.00
173,22,1.00
174,22,1.00
175,22,1.00
176,22,1.00
177,22,1.00
178,22,1.00
179,22,1.00
180,22,1.00
181,22,1.00
182,22,1.00
183,22,1.00
184,22,1.00
185,22,1.00
186,22,1.00
187,22,1.00
188,22,1.00
189,22,1.00
190,22,1.00
191,22,1.00
192,22,1.00
193,22,1.00
194,22,1.00
195,22,1.00
196,22,1.00
197,22,1.00
198,22,1.00
199,22,1.00
200,22,1.00
0,23,0.00
1,23,0.00
2,23,0.00
3,23,0.00
4,23,0.00
5,23,0.00
6,23,0.00
7,23,0.00
8,23,0.00
9,23,0.00
10,23,0.00
11,23,0.00
12,23,0.00
13,23,0.00
14,23,0.00
15,23,0.00
16,23,0.00
17,23,0.00
18,23,0.00
19,23,0.00
20,23,0.00
21,23,0.00
22,23,0.00
23,23,0.00
24,23,0.00
25,23,0.00
26,23,0.00
27,23,0.00
28,23,0.00
29,23,0.00
30,23,0.00
31,23,0.00
32,23,0.00
33,23,0.00
34,23,0.00
35,23,0.00
36,23,0.00
37,23,0.00
38,23,0.00
39,23,0.00
40,23,0.01
41,23,0.03
42,23,0.08
43,23,0.20
44,23,0.40
45,23,0.65
46,23,0.83
47,23,0.93
48,23,0.97
49,23,0.99
50,23,1.00
51,23,1.00
52,23,1.00
53,23,1.00
54,23,1.00
55,23,1.00
56,23,1.00
57,23,1.00
58,23,1.00
59,23,1.00
60,23,1.00
61,23,1.00
62,23,1.00
63,23,1.00
64,23,1.00
65,23,1.00
66,23,1.00
67,23,1.00
68,23,1.00
69,23,1.00
70,23,1.00
71,23,1.00
72,23,1.00
73,23,1.00
74,23,1.00
75,23,1.00
76,23,1.00
77,23,1.00
78,23,1.00
79,23,1.00
80,23,1.00
81,23,1.00
82,23,1.00
83,23,1.00
84,23,1.00
85,23,1.00
86,23,1.00
87,23,1.00
88,23,1.00
89,23,1.00
90,23,1.00
91,23,1.00
92,23,1.00
93,23,1.00
94,23,1.00
95,23,1.00
96,23,1.00
97,23,1.00
98,23,1.00
99,23,1.00
100,23,1.00
101,23,1.00
102,23,1.00
103,23,1.00
104,23,1.00
105,23,1.00
106,23,1.00
107,23,1.00
108,23,1.00
109,23,1.00
110,23,1.00
111,23,1.00
112,23,1.00
113,23,1.00
114,23,1.00
115,23,1.00
116,23,1.00
117,23,1.00
118,23,1.00
119,23,1.00
120,23,1.00
121,23,1.00
122,23,1.00
123,23,1.00
124,23,1.00
125,23,1.00
126,23,1.00
127,23,1.00
128,23,1.00
129,23,1.00
130,23,1.00
131,23,1.00
132,23,1.00
133,23,1.00
134,23,1.00
135,23,1.00
136,23,1.00
137,23,1.00
138,23,1.00
139,23,1.00
140,23,1.00
141,23,1.00
142,23,1.00
143,23,1.00
144,23,1.00
145,23,1.00
146,23,1.00
147,23,1.00
148,23,1.00
149,23,1.00
150,23,1.00
151,23,1.00
152,23,1.00
153,23,1.00
154,23,1.00
155,23,1.00
156,23,1.00
157,23,1.00
158,23,1.00
159,23,1.00
160,23,1.00
161,23,1.00
162,23,1.00
163,23,1.00
164,23,1.00
165,23,1.00
166,23,1.00
167,23,1.00
168,23,1.00
169,23,1.00
170,23,1.00
171,23,1.00
172,23,1.00
173,23,1.00
174,23,1.00
175,23,1.00
176,23,1.00
177,23,1.00
178,23,1.00
179,23,1.00
180,23,1.00
181,23,1.00
182,23,1.00
183,23,1.00
184,23,1.00
185,23,1.00
186,23,1.00
187,23,1.00
188,23,1.00
189,23,1.00
190,23,1.00
191,23,1.00
192,23,1.00
193,23,1.00
194,23,1.00
195,23,1.00
196,23,1.00
197,23,1.00
198,23,1.00
199,23,1.00
200,23,1.00
0,24,0.00
1,24,0.00
2,24,0.00
3,24,0.00
4,24,0.00
5,24,0.00
6,24,0.00
7,24,0.00
8,24,0.00
9,24,0.00
10,24,0.00
11,24,0.00
12,24,0.00
13,24,0.00
14,24,0.00
15,24,0.00
16,24,0.00
17,24,0.00
18,24,0.00
19,24,0.00
20,24,0.00
21,24,0.00
22,24,0.00
23,24,0.00
24,24,0.00
25,24,0.00
26,24,0.00
27,24,0.00
28,24,0.00
29,24,0.00
30,24,0.00
31,24,0.00
32,24,0.00
33,24,0.00
34,24,0.00
35,24,0.00
36,24,0.00
37,24,0.00
38,24,0.00
39,24,0.00
40,24,0.00
41,24,0.00
42,24,0.01
43,24,0.03
44,24,0.08
45,24,0.20
46,24,0.40
47,24,0.65
48,24,0.83
49,24,0.93
50,24,0.97
51,24,0.99
52,24,1.00
53,24,1.00
54,24,1.00
55,24,1.00
56,24,1.00
57,24,1.00
58,24,1.00
59,24,1.00
60,24,1.00
61,24,1.00
62,24,1.00
63,24,1.00
64,24,1.00
65,24,1.00
66,24,1.00
67,24,1.00
68,24,1.00
69,24,1.00
70,24,1.00
71,24,1.00
72,24,1.00
73,24,1.00
74,24,1.00
75,24,1.00
76,24,1.00
77,24,1.00
78,24,1.00
79,24,1.00
80,24,1.00
81,24,1.00
82,24,1.00
83,24,1.00
84,24,1.00
85,24,1.00
86,24,1.00
87,24,1.00
88,24,1.00
89,24,1.00
90,24,1.00
91,24,1.00
92,24,1.00
93,24,1.00
94,24,1.00
95,24,1.00
96,24,1.00
97,24,1.00
98,24,1.00
99,24,1.00
100,24,1.00
101,24,1.00
102,24,1.00
103,24,1.00
104,24,1.00
105,24,1.00
106,24,1.00
107,24,1.00
108,24,1.00
109,24,1.00
110,24,1.00
111,24,1.00
112,24,1.00
113,24,1.00
114,24,1.00
115,24,1.00
116,24,1.00
117,24,1.00
118,24,1.00
119,24,1.00
120,24,1.00
121,24,1.00
122,24,1.00
123,24,1.00
124,24,1.00
125,24,1.00
126,24,1.00
127,24,1.00
128,24,1.00
129,24,1.00
130,24,1.00
131,24,1.00
132,24,1.00
133,24,1.00
134,24,1.00
135,24,1.00
136,24,1.00
137,24,1.00
138,24,1.00
139,24,1.00
140,24,1.00
141,24,1.00
142,24,1.00
143,24,1.00
144,24,1.00
145,24,1.00
146,24,1.00
147,24,1.00
148,24,1.00
149,24,1.00
150,24,1.00
151,24,1.00
152,24,1.00
153,24,1.00
154,24,1.00
155,24,1.00
156,24,1.00
157,24,1.00
158,24,1.00
159,24,1.00
160,24,1.00
161,24,1.00
162,24,1.00
163,24,1.00
164,24,1.00
165,24,1.00
166,24,1.00
167,24,1.00
168,24,1.00
169,24,1.00
170,24,1.00
171,24,1.00
172,24,1.00
173,24,1.00
174,24,1.00
175,24,1.00
176,24,1.00
177,24,1.00
178,24,1.00
179,24,1.00
180,24,1.00
181,24,1.00
182,24,1.00
183,24,1.00
184,24,1.00
185,24,1.00
186,24,1.00
187,24,1.00
188,24,1.00
189,24,1.00
190,24,1.00
191,24,1.00
192,24,1.00
193,24,1.00
194,24,1.00
195,24,1.00
196,24,1.00
197,24,1.00
198,24,1.00
199,24,1.00
200,24,1.00
0,25,0.00
1,25,0.00
2,25,0.00
3,25,0.00
4,25,0.00
5,25,0.00
6,25,0.00
7,25,0.00
8,25,0.00
9,25,0.00
10,25,0.00
11,25,0.00
12,25,0.00
13,25,0.00
14,25,0.00
15,25,0.00
16,25,0.00
17,25,0.00
18,25,0.00
19,25,0.00
20,25,0.00
21,25,0.00
22,25,0.00
23,25,0.00
24,25,0.00
25,25,0.00
26,25,0.00
27,25,0.00
28,25,0.00
29,25,0.00
30,25,0.00
31,25,0.00
32,25,0.00
33,25,0.00
34,25,0.00
35,25,0.00
36,25,0.00
37,25,0.00
38,25,0.00
39,25,0.00
40,25,0.00
41,25,0.00
42,25,0.00
43,25,0.00
44,25,0.01
45,25,0.03
46,25,0.08
47,25,0.20
48,25,0.40
49,25,0.65
50,25,0.83
51,25,0.93
52,25,0.97
53,25,0.99
54,25,1.00
55,25,1.00
56,25,1.00
57,25,1.00
58,25,1.00
59,25,1.00
60,25,1.00
61,25,1.00
62,25,1.00
63,25,1.00
64,25,1.00
65,25,1.00
66,25,1.00
67,25,1.00
68,25,1.00
69,25,1.00
70,25,1.00
71,25,1.00
72,25,1.00
73,25,1.00
74,25,1.00
75,25,1.00
76,25,1.00
77,25,1.00
78,25,1.00
79,25,1.00
80,25,1.00
81,25,1.00
82,25,1.00
83,25,1.00
84,25,1.00
85,25,1.00
86,25,1.00
87,25,1.00
88,25,1.00
89,25,1.00
90,25,1.00
91,25,1.00
92,25,1.00
93,25,1.00
94,25,1.00
95,25,1.00
96,25,1.00
97,25,1.00
98,25,1.00
99,25,1.00
100,25,1.00
101,25,1.00
102,25,1.00
103,25,1.00
104,25,1.00
105,25,1.00
106,25,1.00
107,25,1.00
108,25,1.00
109,25,1.00
110,25,1.00
111,25,1.00
112,25,1.00
113,25,1.00
114,25,1.00
115,25,1.00
116,25,1.00
117,25,1.00
118,25,1.00
119,25,1.00
120,25,1.00
121,25,1.00
122,25,1.00
123,25,1.00
124,25,1.00
125,25,1.00
126,25,1.00
127,25,1.00
128,25,1.00
129,25,1.00
130,25,1.00
131,25,1.00
132,25,1.00
133,25,1.00
134,25,1.00
135,25,1.00
136,25,1.00
137,25,1.00
138,25,1.00
139,25,1.00
140,25,1.00
141,25,1.00
142,25,1.00
143,25,1.00
144,25,1.00
145,25,1.00
146,25,1.00
147,25,1.00
148,25,1.00
149,25,1.00
150,25,1.00
151,25,1.00
152,25,1.00
153,25,1.00
154,25,1.00
155,25,1.00
156,25,1.00
157,25,1.00
158,25,1.00
159,25,1.00
160,25,1.00
161,25,1.00
162,25,1.00
163,25,1.00
164,25,1.00
165,25,1.00
166,25,1.00
167,25,1.00
168,25,1.00
169,25,1.00
170,25,1.00
171,25,1.00
172,25,1.00
173,25,1.00
174,25,1.00
175,25,1.00
176,25,1.00
177,25,1.00
178,25,1.00
179,25,1.00
180,25,1.00
181,25,1.00
182,25,1.00
183,25,1.00
184,25,1.00
185,25,1.00
186,25,1.00
187,25,1.00
188,25,1.00
189,25,1.00
190,25,1.00
191,25,1.00
192,25,1.00
193,25,1.00
194,25,1.00
195,25,1.00
196,25,1.00
197,25,1.00
198,25,1.00
199,25,1.00
200,25,1.00
0,26,0.00
1,26,0.00
2,26,0.00
3,26,0.00
4,26,0.00
5,26,0.00
6,26,0.00
7,26,0.00
8,26,0.00
9,26,0.00
10,26,0.00
11,26,0.00
12,26,0.00
13,26,0.00
14,26,0.00
15,26,0.00
16,26,0.00
17,26,0.00
18,26,0.00
19,26,0.00
20,26,0.00
21,26,0.00
22,26,0.00
23,26,0.00
24,26,0.00
25,26,0.00
26,26,0.00
27,26,0.00
28,26,0.00
29,26,0.00
30,26,0.00
31,26,0.00
32,26,0.00
33,26,0.00
34,26,0.00
35,26,0.00
36,26,0.00
37,26,0.00
38,26,0.00
39,26,0.00
40,26,0.00
41,26,0.00
42,26,0.00
43,26,0.00
44,26,0.00
45,26,0.00
46,26,0.01
47,26,0.03
48,26,0.08
49,26,0.20
50,26,0.40
51,26,0.65
52,26,0.83
53,26,0.93
54,26,0.97
55,26,0.99
56,26,1.00
57,26,1.00
58,26,1.00
59,26,1.00
60,26,1.00
61,26,1.00
62,26,1.00
63,26,1.00
64,26,1.00
65,26,1.00
66,26,1.00
67,26,1.00
68,26,1.00
69,26,1.00
70,26,1.00
71,26,1.00
72,26,1.00
73,26,1.00
74,26,1.00
75,26,1.00
76,26,1.00
77,26,1.00
78,26,1.00
79,26,1.00
80,26,1.00
81,26,1.00
82,26,1.00
83,26,1.00
84,26,1.00
85,26,1.00
86,26,1.00
87,26,1.00
88,26,1.00
89,26,1.00
90,26,1.00
91,26,1.00
92,26,1.00
93,26,1.00
94,26,1.00
95,26,1.00
96,26,1.00
97,26,1.00
98,26,1.00
99,26,1.00
100,26,1.00
101,26,1.00
102,26,1.00
103,26,1.00
104,26,1.00
105,26,1.00
106,26,1.00
107,26,1.00
108,26,1.00
109,26,1.00
110,26,1.00
111,26,1.00
112,26,1.00
113,26,1.00
114,26,1.00
115,26,1.00
116,26,1.00
117,26,1.00
118,26,1.00
119,26,1.00
120,26,1.00
121,26,1.00
122,26,1.00
123,26,1.00
124,26,1.00
125,26,1.00
126,26,1.00
127,26,1.00
128,26,1.00
129,26,1.00
130,26,1.00
131,26,1.00
132,26,1.00
133,26,1.00
134,26,1.00
135,26,1.00
136,26,1.00
137,26,1.00
138,26,1.00
139,26,1.00
140,26,1.00
141,26,1.00
142,26,1.00
143,26,1.00
144,26,1.00
145,26,1.00
146,26,1.00
147,26,1.00
148,26,1.00
149,26,1.00
150,26,1.00
151,26,1.00
152,26,1.00
153,26,1.00
154,26,1.00
155,26,1.00
156,26,1.00
157,26,1.00
158,26,1.00
159,26,1.00
160,26,1.00
161,26,1.00
162,26,1.00
163,26,1.00
164,26,1.00
165,26,1.00
166,26,1.00
167,26,1.00
168,26,1.00
169,26,1.00
170,26,1.00
171,26,1.00
172,26,1.00
173,26,1.00
174,26,1.00
175,26,1.00
176,26,1.00
177,26,1.00
178,26,1.00
179,26,1.00
180,26,1.00
181,26,1.00
182,26,1.00
183,26,1.00
184,26,1.00
185,26,1.00
186,26,1.00
187,26,1.00
188,26,1.00
189,26,1.00
190,26,1.00
191,26,1.00
192,26,1.00
193,26,1.00
194,26,1.00
195,26,1.00
196,26,1.00
197,26,1.00
198,26,1.00
199,26,1.00
200,26,1.00
0,27,0.00
1,27,0.00
2,27,0.00
3,27,0.00
4,27,0.00
5,27,0.00
6,27,0.00
7,27,0.00
8,27,0.00
9,27,0.00
10,27,0.00
11,27,0.00
12,27,0.00
13,27,0.00
14,27,0.00
15,27,0.00
16,27,0.00
17,27,0.00
18,27,0.00
19,27,0.00
20,27,0.00
21,27,0.00
22,27,0.00
23,27,0.00
24,27,0.00
25,27,0.00
26,27,0.00
27,27,0.00
28,27,0.00
29,27,0.00
30,27,0.00
31,27,0.00
32,27,0.00
33,27,0.00
34,27,0.00
35,27,0.00
36,27,0.00
37,27,0.00
38,27,0.00
39,27,0.00
40,27,0.00
41,27,0.00
42,27,0.00
43,27,0.00
44,27,0.00
45,27,0.00
46,27,0.00
47,27,0.00
48,27,0.01
49,27,0.03
50,27,0.08
51,27,0.20
52,27,0.40
53,27,0.65
54,27,0.83
55,27,0.93
56,27,0.97
57,27,0.99
58,27,1.00
59,27,1.00
60,27,1.00
61,27,1.00
62,27,1.00
63,27,1.00
64,27,1.00
65,27,1.00
66,27,1.00
67,27,1.00
68,27,1.00
69,27,1.00
70,27,1.00
71,27,1.00
72,27,1.00
73,27,1.00
74,27,1.00
75,27,1.00
76,27,1.00
77,27,1.00
78,27,1.00
79,27,1.00
80,27,1.00
81,27,1.00
82,27,1.00
83,27,1.00
84,27,1.00
85,27,1.00
86,27,1.00
87,27,1.00
88,27,1.00
89,27,1.00
90,27,1.00
91,27,1.00
92,27,1.00
93,27,1.00
94,27,1.00
95,27,1.00
96,27,1.00
97,27,1.00
98,27,1.00
99,27,1.00
100,27,1.00
101,27,1.00
102,27,1.00
103,27,1.00
104,27,1.00
105,27,1.00
106,27,1.00
107,27,1.00
108,27,1.00
109,27,1.00
110,27,1.00
111,27,1.00
112,27,1.00
113,27,1.00
114,27,1.00
115,27,1.00
116,27,1.00
117,27,1.00
118,27,1.00
119,27,1.00
120,27,1.00
121,27,1.00
122,27,1.00
123,27,1.00
124,27,1.00
125,27,1.00
126,27,1.00
127,27,1.00
128,27,1.00
129,27,1.00
130,27,1.00
131,27,1.00
132,27,1.00
133,27,1.00
134,27,1.00
135,27,1.00
136,27,1.00
137,27,1.00
138,27,1.00
139,27,1.00
140,27,1.00
141,27,1.00
142,27,1.00
143,27,1.00
144,27,1.00
145,27,1.00
146,27,1.00
147,27,1.00
148,27,1.00
149,27,1.00
150,27,1.00
151,27,1.00
152,27,1.00
153,27,1.00
154,27,1.00
155,27,1.00
156,27,1.00
157,27,1.00
158,27,1.00
159,27,1.00
160,27,1.00
161,27,1.00
162,27,1.00
163,27,1.00
164,27,1.00
165,27,1.00
166,27,1.00
167,27,1.00
168,27,1.00
169,27,1.00
170,27,1.00
171,27,1.00
172,27,1.00
173,27,1.00
174,27,1.00
175,27,1.00
176,27,1.00
177,27,1.00
178,27,1.00
179,27,1.00
180,27,1.00
181,27,1.00
182,27,1.00
183,27,1.00
184,27,1.00
185,27,1.00
186,27,1.00
187,27,1.00
188,27,1.00
189,27,1.00
190,27,1.00
191,27,1.00
192,27,1.00
193,27,1.00
194,27,1.00
195,27,1.00
196,27,1.00
197,27,1.00
198,27,1.00
199,27,1.00
200,27,1.00
0,28,0.00
1,28,0.00
2,28,0.00
3,28,0.00
4,28,0.00
5,28,0.00
6,28,0.00
7,28,0.00
8,28,0.00
9,28,0.00
10,28,0.00
11,28,0.00
12,28,0.00
13,28,0.00
14,28,0.00
15,28,0.00
16,28,0.00
17,28,0.00
18,28,0.00
19,28,0.00
20,28,0.00
21,28,0.00
22,28,0.00
23,28,0.00
24,28,0.00
25,28,0.00
26,28,0.00
27,28,0.00
28,28,0.00
29,28,0.00
30,28,0.00
31,28,0.00
32,28,0.00
33,28,0.00
34,28,0.00
35,28,0.00
36,28,0.00
37,28,0.00
38,28,0.00
39,28,0.00
40,28,0.00
41,28,0.00
42,28,0.00
43,28,0.00
44,28,0.00
45,28,0.00
46,28,0.00
47,28,0.00
48,28,0.00
49,28,0.00
50,28,0.01
51,28,0.03
52,28,0.08
53,28,0.20
54,28,0.40
55,28,0.65
56,28,0.83
57,28,0.93
58,28,0.97
59,28,0.99
60,28,1.00
61,28,1.00
62,28,1.00
63,28,1.00
64,28,1.00
65,28,1.00
66,28,1.00
67,28,1.00
68,28,1.00
69,28,1.00
70,28,1.00
71,28,1.00
72,28,1.00
73,28,1.00
74,28,1.00
75,28,1.00
76,28,1.00
77,28,1.00
78,28,1.00
79,28,1.00
80,28,1.00
81,28,1.00
82,28,1.00
83,28,1.00
84,28,1.00
85,28,1.00
86,28,1.00
87,28,1.00
88,28,1.00
89,28,1.00
90,28,1.00
91,28,1.00
92,28,1.00
93,28,1.00
94,28,1.00
95,28,1.00
96,28,1.00
97,28,1.00
98,28,1.00
99,28,1.00
100,28,1.00
101,28,1.00
102,28,1.00
103,28,1.00
104,28,1.00
105,28,1.00
106,28,1.00
107,28,1.00
108,28,1.00
109,28,1.00
110,28,1.00
111,28,1.00
112,28,1.00
113,28,1.00
114,28,1.00
115,28,1.00
116,28,1.00
117,28,1.00
118,28,1.00
119,28,1.00
120,28,1.00
121,28,1.00
122,28,1.00
123,28,1.00
124,28,1.00
125,28,1.00
126,28,1.00
127,28,1.00
128,28,1.00
129,28,1.00
130,28,1.00
131,28,1.00
132,28,1.00
133,28,1.00
134,28,1.00
135,28,1.00
136,28,1.00
137,28,1.00
138,28,1.00
139,28,1.00
140,28,1.00
141,28,1.00
142,28,1.00
143,28,1.00
144,28,1.00
145,28,1.00
146,28,1.00
147,28,1.00
148,28,1.00
149,28,1.00
150,28,1.00
151,28,1.00
152,28,1.00
153,28,1.00
154,28,1.00
155,28,1.00
156,28,1.00
157,28,1.00
158,28,1.00
159,28,1.00
160,28,1.00
161,28,1.00
162,28,1.00
163,28,1.00
164,28,1.00
165,28,1.00
166,28,1.00
167,28,1.00
168,28,1.00
169,28,1.00
170,28,1.00
171,28,1.00
172,28,1.00
173,28,1.00
174,28,1.00
175,28,1.00
176,28,1.00
177,28,1.00
178,28,1.00
179,28,1.00
180,28,1.00
181,28,1.00
182,28,1.00
183,28,1.00
184,28,1.00
185,28,1.00
186,28,1.00
187,28,1.00
188,28,1.00
